record_id,redacted_data_json,is_pii
422,"{'name': 'RXXX RXXXX', 'email': 'rXXXX@method.in', 'device_type': 'Samsung'}",True
423,"{'aadhar': '5678 XXXX XXXX', 'aadhaar_pay': 'enabled', 'micro_atm': 'registered'}",True
424,"{'name': 'KXXX SXXX', 'address': 'XX Versova, Mumbai, XX', 'phone': '87XXXXXX45'}",True
426,"{'upi_id': 'krXXXX@yesbank', 'credit_score_check': 'monthly', 'current_score': 785}",True
428,"{'name': 'KXXX AXXX', 'email': 'kXXXX@comedy.in', 'ip_address': '203.192.168.XXX'}",True
429,"{'aadhar': '6789 XXXX XXXX', 'consent_manager': 'registered', 'data_sharing': 'limited'}",True
430,"{'name': 'AXXX PXXX', 'address': 'XX Bandra Bandstand, Mumbai, XX', 'email': 'aXX@gen_z.com'}",True
434,"{'name': 'TXXX SXXXX', 'phone': '89XXXXXX67', 'email': 'tXXX@action.in'}",True
435,"{'aadhar': '7890 XXXX XXXX', 'fitness_tracker': 'linked', 'health_records': 'digital'}",True
436,"{'name': 'DXXXX PXXXX', 'address': 'XX Khar Road, Mumbai, XX', 'ip_address': '117.196.187.XXX'}",True
439,"{'passport': 'DXXXXXXX', 'travel_insurance': 'comprehensive', 'coverage': 'worldwide'}",True
440,"{'name': 'VXXX KXXXX', 'email': 'vXXX@intense.in', 'device_id': 'ONEPLUSXXX'}",True
442,"{'name': 'KXX AXXX', 'address': 'XX Juhu Tara Road, Mumbai, XX', 'phone': '71XXXXXX90'}",True
443,"{'phone': '82XXXXXX90', 'conference_call': 'premium', 'participants_limit': 50}",True
444,"{'upi_id': 'kiXXXX@indianbank', 'jewelry_insurance': 'active', 'premium': 'monthly'}",True
446,"{'name': 'SXX MXXXX', 'email': 'sXXXX@romantic.in', 'ip_address': '59.144.219.XXX'}",True
447,"{'aadhar': '9012 XXXX XXXX', 'property_registration': 'linked', 'stamp_duty': 'paid'}",True
448,"{'name': 'SXXXX KXXX', 'address': 'XX Lokhandwala, Mumbai, XX', 'email': 'sXXXX@melodious.com'}",True
449,"{'phone': '93XXXXXX12', 'music_streaming': 'premium', 'offline_downloads': 500}",True
452,"{'name': 'VXX SXX', 'phone': '84XXXXXX12', 'email': 'vXXXX@comedy.in'}",True
453,"{'aadhar': '0123 XXXX XXXX', 'comedy_club': 'member', 'performance_rights': 'registered'}",True
454,"{'name': 'JXXXX KXX', 'address': 'XX Lokhandwala Complex, Mumbai, XX', 'ip_address': '203.88.194.XXX'}",True
456,"{'upi_id': 'jaXXXX@canara', 'designer_payments': 'frequent', 'luxury_limit': 1000000}",True
458,"{'name': 'AXX RXXX', 'email': 'aXX@intense.in', 'device_type': 'OnePlus'}",True
459,"{'aadhar': '1234 XXXX XXXX', 'medical_college': 'alumni', 'practicing_license': 'valid'}",True
460,"{'name': 'RXXX MXX', 'address': 'XX Banjara Hills, Hyderabad, XX', 'phone': '96XXXXXX34'}",True
461,"{'phone': '68XXXXXX56', 'regional_content': 'Telugu', 'dubbing_preference': 'original'}",True
462,"{'upi_id': 'raXXXX@sbi', 'south_cinema': 'promotions', 'fan_engagement': 'high'}",True
464,"{'name': 'AXXX AXXXX', 'email': 'aXXXX@stylish.in', 'ip_address': '14.139.89.XXX'}",True
465,"{'aadhar': '2345 XXXX XXXX', 'dance_academy': 'owner', 'choreography_rights': 'exclusive'}",True
466,"{'name': 'SXXX AXXXX', 'address': 'XX Film Nagar, Hyderabad, XX', 'email': 'sXX@versatile.in'}",True
467,"{'phone': '89XXXXXX67', 'charity_work': 'active', 'foundation_calls': 'priority'}",True
468,"{'upi_id': 'saXXXX@hdfc', 'donation_auto': 'monthly', 'cause': 'women_empowerment'}",True
470,"{'name': 'RXXXX CXXXX', 'phone': '72XXXXXX90', 'email': 'rXXX@megastar.in'}",True
472,"{'name': 'JXX NXXX', 'address': 'XX Jubilee Hills, Hyderabad, XX', 'ip_address': '122.161.178.XXX'}",True
474,"{'upi_id': 'ntXXXX@andhra', 'political_donations': 'transparent', 'party_fund': 'contributor'}",True
475,"{'passport': 'JXXXXXXX', 'political_visa': 'diplomatic', 'state_visits': 'official'}",True
476,"{'name': 'MXX BXX', 'email': 'mXXXX@superstar.in', 'device_id': 'PRINCEXXX'}",True
477,"{'aadhar': '4567 XXXX XXXX', 'production_house': 'owner', 'film_financing': 'independent'}",True
478,"{'name': 'PXXXX RXX', 'address': 'XX Banjara Hills, Hyderabad, XX', 'phone': '94XXXXXX12'}",True
480,"{'upi_id': 'prXXXX@federal', 'movie_budget': 'international', 'currency': 'multi'}",True
482,"{'name': 'RXXXX DXXXX', 'email': 'rXXX@versatile.in', 'ip_address': '203.192.147.XXX'}",True
484,"{'name': 'AXXX SXXXX', 'address': 'XX Filmnagar, Hyderabad, XX', 'email': 'aXXXX@baahubali.in'}",True
485,"{'phone': '85XXXXXX23', 'fitness_regime': 'strict', 'trainer_calls': 'daily'}",True
486,"{'upi_id': 'anXXXX@karnataka', 'fitness_equipment': 'premium', 'health_monitoring': 'advanced'}",True
487,"{'passport': 'EXXXXXXX', 'fitness_travel': 'wellness', 'spa_treatments': 'international'}",True
488,"{'name': 'TXX BXXXX', 'phone': '97XXXXXX45', 'email': 'tXXX@glamorous.in'}",True
489,"{'aadhar': '6789 XXXX XXXX', 'brand_ambassador': 'multiple', 'endorsement_value': 'premium'}",True
490,"{'name': 'KXXX AXXXX', 'address': 'XX Banjara Hills, Hyderabad, XX', 'ip_address': '117.196.203.XXX'}",True
491,"{'phone': '61XXXXXX89', 'punjabi_connection': 'cultural', 'regional_films': 'multilingual'}",True
492,"{'upi_id': 'kaXXXX@punjab', 'cultural_events': 'sponsor', 'heritage_preservation': 'donor'}",True
493,"{'passport': 'LXXXXXXX', 'cultural_ambassador': 'official', 'international_events': 'participant'}",True
494,"{'name': 'RXXX SXXXX', 'email': 'rXXX@fitness.in', 'device_type': 'iPhone_Pro'}",True
495,"{'aadhar': '7890 XXXX XXXX', 'fitness_influencer': 'certified', 'wellness_brand': 'founder'}",True
496,"{'name': 'PXXXX HXXX', 'address': 'XX Film City, Hyderabad, XX', 'phone': '82XXXXXX90'}",True
497,"{'phone': '78XXXXXX56', 'dance_choreography': 'skilled', 'performance_rights': 'exclusive'}",True
498,"{'upi_id': 'poXXXX@maharashtra', 'dance_academy': 'investment', 'cultural_promotion': 'active'}",True
500,"{'name': 'RXX CXXX', 'email': 'rXX@multilingual.in', 'ip_address': '59.144.238.XXX'}",True
